,snippet,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,topic
3,there is a potential climate catastrophe in our manila bay??? howcome i dont see any of this news locally. wft??,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzhHf1luPyYnCWd6Nh4AaABAg,2024-07-28 11:29:18+00:00,there is a potential climate catastrophe in our manila bay??? howcome i dont see any of this news locally. wft??,0,,youtube,potential climate catastrophe manila bay??? howcome dont see news locally. wft??,4
4,"If this was a Chinese or Russian tanker, then this will be head news for days and months. <br>Because it is minion Pinoy, this hardly made any news.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzyAhWb2Ipctsqk0i54AaABAg,2024-07-28 01:18:55+00:00,"If this was a Chinese or Russian tanker, then this will be head news for days and months. 
Because it is minion Pinoy, this hardly made any news.",0,,youtube,"chinese russian tanker, head news day months. minion pinoy, hardly make news.",4
5,Not kaemy but Gaemi<br>Gaemi means 🐜 in korea word,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzCYeJDDSODMif-BSF4AaABAg,2024-07-27 13:58:03+00:00,"Not kaemy but Gaemi
Gaemi means 🐜 in korea word",0,,youtube,kaemy gaemi gaemi mean 🐜 korea word,0
6,This is the Philippines&#39; contribution to making the Earth a giant garbage bin. Thanks to the corrupt government officials who allowed the old vessel to navigate.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzyBTbGFPdY6IfMp9p4AaABAg,2024-07-27 13:24:25+00:00,This is the Philippines' contribution to making the Earth a giant garbage bin. Thanks to the corrupt government officials who allowed the old vessel to navigate.,1,,youtube,philippines' contribution make earth giant garbage bin. thank corrupt government official allow old vessel navigate.,2
7,This is the second oil spill in the time of Pres. Marcos. What&#39;s going on?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyzjDYLUuJxG8McMv54AaABAg,2024-07-27 12:26:23+00:00,This is the second oil spill in the time of Pres. Marcos. What's going on?,0,,youtube,second oil spill time pres. marcos. what's go on?,0
8,Lol you expect the Philippines to be able to contain the oil??? They are scratching their heads now 🤣🤣🤣,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz1qmx3r-cy9X5a1R14AaABAg,2024-07-27 07:11:09+00:00,Lol you expect the Philippines to be able to contain the oil??? They are scratching their heads now 🤣🤣🤣,1,,youtube,lol expect philippine able contain oil??? scratch head 🤣🤣🤣,0
9,"But here you are, cant contain your lousy joke from posting it?",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz1qmx3r-cy9X5a1R14AaABAg.A6OD1g5q6-mA6OfgYZmECj,,"But here you are, cant contain your lousy joke from posting it?",0,Ugz1qmx3r-cy9X5a1R14AaABAg,youtube,"are, cant contain lousy joke post it?",0
10,"​@@TheMrpOgs It is true though, the oil spill has already destroyed the ocean environment in a few days than whatever China was doing in WPS in years. It&#39;s embarrassing.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz1qmx3r-cy9X5a1R14AaABAg.A6OD1g5q6-mA6P3jd7tWrJ,,"​@@TheMrpOgs It is true though, the oil spill has already destroyed the ocean environment in a few days than whatever China was doing in WPS in years. It's embarrassing.",0,Ugz1qmx3r-cy9X5a1R14AaABAg,youtube,"​@@themrpogs true though, oil spill already destroy ocean environment day whatever china wps years. embarrassing.",2
11,We have viable alternatives to transporting these massive quantities of oil around the world now. Yes we will always need to transport oil but in much smaller volumes.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyIPw56mbj5WUtbxg14AaABAg,2024-07-27 05:52:12+00:00,We have viable alternatives to transporting these massive quantities of oil around the world now. Yes we will always need to transport oil but in much smaller volumes.,0,,youtube,viable alternative transport massive quantity oil around world now. yes always need transport oil much small volumes.,4
12,"Why was the boat allowed to set off in a typhoon, absolutely crazy 🤡",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgytuTgo-XVei2AGziB4AaABAg,2024-07-27 04:51:52+00:00,"Why was the boat allowed to set off in a typhoon, absolutely crazy 🤡",0,,youtube,"boat allow set typhoon, absolutely crazy 🤡",3
13,What a Typhoon name though 😅,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz3xyjT26wlg7DhyRR4AaABAg,2024-07-26 18:24:56+00:00,What a Typhoon name though 😅,0,,youtube,typhoon name though 😅,4
14,Is it insured?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwEl50Mg4jhcrf4WnV4AaABAg,2024-07-26 15:21:18+00:00,Is it insured?,1,,youtube,insured?,0
15,"In real situation,  THESE BOMBER WILL NOT GET HOME",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxDPFDrIFGsw2DKxJh4AaABAg,2024-07-26 14:23:43+00:00,"In real situation,  THESE BOMBER WILL NOT GET HOME",0,,youtube,"real situation, bomber get home",3
16,"The damage of the storm and flooding are huge but now also with oil or fuel. That is a nightmare. In Germany we had flooding recently and still a lot of people are using heating oil in their heater. The oil tanks leaked and flows everywhere. It&#39;s soaks into everything, soil, walls, furniture, important things like private pictures. To repair this damage a lot of work and money is needed. Sometimes it&#39;s probably cheaper to take down the house. 😢",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyjFzE8VjRAIWdDQep4AaABAg,2024-07-26 12:22:30+00:00,"The damage of the storm and flooding are huge but now also with oil or fuel. That is a nightmare. In Germany we had flooding recently and still a lot of people are using heating oil in their heater. The oil tanks leaked and flows everywhere. It's soaks into everything, soil, walls, furniture, important things like private pictures. To repair this damage a lot of work and money is needed. Sometimes it's probably cheaper to take down the house. 😢",0,,youtube,"damage storm flood huge also oil fuel. nightmare. germany flood recently still lot people use heat oil heater. oil tank leak flow everywhere. soak everything, soil, walls, furniture, important thing like private pictures. repair damage lot work money needed. sometimes probably cheap take house. 😢",2
17,Did this typhoon sneak up on them? Why were these tankers not moved out of the path of the storm before the storm even got there.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz_BQGJ2t8OQsvUxpR4AaABAg,2024-07-26 07:41:07+00:00,Did this typhoon sneak up on them? Why were these tankers not moved out of the path of the storm before the storm even got there.,2,,youtube,typhoon sneak them? tanker move path storm storm even get there.,4
18,"Its probably because of the unprecedented growth in the storm which caused it to become a Super Typhoon, which is as strong as the one that hit the Philippines many years ago. <br><br>Additionally, itseems that the tanker was near/in the Manila Bay resulting in a guess on which they halted all water movement in the sea to prevent a disaster far off shore. <br><br><br>It is only a Probabilty",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz_BQGJ2t8OQsvUxpR4AaABAg.A6LgfI-FRF-A6M2qIvcnbk,,"Its probably because of the unprecedented growth in the storm which caused it to become a Super Typhoon, which is as strong as the one that hit the Philippines many years ago. 

Additionally, itseems that the tanker was near/in the Manila Bay resulting in a guess on which they halted all water movement in the sea to prevent a disaster far off shore. 


It is only a Probabilty",0,Ugz_BQGJ2t8OQsvUxpR4AaABAg,youtube,"probably unprecedented growth storm cause become super typhoon, strong one hit philippine many year ago. additionally, itseems tanker near/in manila bay result guess halt water movement sea prevent disaster far shore. probabilty",0
19,"The first commentator said it well: &quot;First the economy, then the environment.&quot;😥
<br>No word on whose oil it is?🤔",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz2NMPmrFj4LfY6hRN4AaABAg,2024-07-26 06:19:22+00:00,"The first commentator said it well: ""First the economy, then the environment.""😥
No word on whose oil it is?🤔",1,,youtube,"first commentator say well: ""first economy, environment.""😥 word whose oil is?🤔",0
20,"My understanding was that he was talking about water intakes for power plants.  Such water is generally used for cooling of high-temperature stuff.  I am far from an expert on the subject, but I would think that having fuel mixed into such water could result in fires or explosions in the power plant, severely damaging or destroying it, and knocking out power to the serviced region.  If that&#39;s the case, it&#39;d be quite a practical, near-term concern to have, especially considering the knock-on effects regarding hospitals, emergency management stuff, etc...  Think of it like the direction on an airplane to put on your own oxygen mask before helping others - if you&#39;re incapacitated, you can&#39;t help, so you have to look after yourself first.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugz2NMPmrFj4LfY6hRN4AaABAg.A6LYJXX5bwLA6SswINmetS,,"My understanding was that he was talking about water intakes for power plants.  Such water is generally used for cooling of high-temperature stuff.  I am far from an expert on the subject, but I would think that having fuel mixed into such water could result in fires or explosions in the power plant, severely damaging or destroying it, and knocking out power to the serviced region.  If that's the case, it'd be quite a practical, near-term concern to have, especially considering the knock-on effects regarding hospitals, emergency management stuff, etc...  Think of it like the direction on an airplane to put on your own oxygen mask before helping others - if you're incapacitated, you can't help, so you have to look after yourself first.",0,Ugz2NMPmrFj4LfY6hRN4AaABAg,youtube,"understand talk water intake power plants. water generally use cool high-temperature stuff. far expert subject, would think fuel mix water could result fire explosion power plant, severely damage destroy it, knock power service region. that's case, it'd quite practical, near-term concern have, especially consider knock-on effect regard hospitals, emergency management stuff, etc... think like direction airplane put oxygen mask help others - incapacitated, can't help, look first.",3
21,Horrible news <br>I hope all survivors are safe.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyvET44-pAFL8ubyfp4AaABAg,2024-07-26 06:15:18+00:00,"Horrible news 
I hope all survivors are safe.",0,,youtube,horrible news hope survivor safe.,1
22,The bay was already a cesspit so oil in it is essentially dressing.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyMvR7R5sZ4fEJDxWp4AaABAg,2024-07-26 05:22:24+00:00,The bay was already a cesspit so oil in it is essentially dressing.,2,,youtube,bay already cesspit oil essentially dressing.,0
23,Thousand island  I assume,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyMvR7R5sZ4fEJDxWp4AaABAg.A6LRnKP38bGA6MiASP3ph0,,Thousand island  I assume,0,UgyMvR7R5sZ4fEJDxWp4AaABAg,youtube,thousand island assume,4
24,"​@@davidyoder-rh4wfThere are parts of it that&#39;s still rich in biodiversity, Manila Bay is huge, spanning several provinces and cities from Region 3, NCR and Region 4. A lot of people depend on these waters. My coworker even told us that because of the spill, they cannot harvest krill at the moment.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgyMvR7R5sZ4fEJDxWp4AaABAg.A6LRnKP38bGA6PHFf8bmhK,,"​@@davidyoder-rh4wfThere are parts of it that's still rich in biodiversity, Manila Bay is huge, spanning several provinces and cities from Region 3, NCR and Region 4. A lot of people depend on these waters. My coworker even told us that because of the spill, they cannot harvest krill at the moment.",0,UgyMvR7R5sZ4fEJDxWp4AaABAg,youtube,"​@@davidyoder-rh4wfthere part that's still rich biodiversity, manila bay huge, span several province city region 3, ncr region 4. lot people depend waters. coworker even tell u spill, cannot harvest krill moment.",2
25,This is what happening to the PhiliPenis for owning and being aggressive towards the Malays in Sabah Malaysia and in South China sea they even bring in the Americans for they say self defense but the Americans warn don&#39;t play with the dragon despite that the PhiliPenis using special forces infiltrate and kill Chinese civilians in occupied spratlys. they even want to build an alliance they say PhiliPenis will bring victory and own the what they level as West Philippine territorial and economic domain,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugyt4bhCHb97Mlmd5qV4AaABAg,2024-07-26 04:49:11+00:00,This is what happening to the PhiliPenis for owning and being aggressive towards the Malays in Sabah Malaysia and in South China sea they even bring in the Americans for they say self defense but the Americans warn don't play with the dragon despite that the PhiliPenis using special forces infiltrate and kill Chinese civilians in occupied spratlys. they even want to build an alliance they say PhiliPenis will bring victory and own the what they level as West Philippine territorial and economic domain,0,,youtube,happen philipenis own aggressive towards malay sabah malaysia south china sea even bring american say self defense american warn play dragon despite philipenis use special force infiltrate kill chinese civilian occupy spratlys. even want build alliance say philipenis bring victory level west philippine territorial economic domain,4
26,"If this oil tanker was Chinese, you&#39;d be going crazy. It would be the leading story in all networks.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxVr7amIyw8WCVkd3d4AaABAg,2024-07-26 04:29:52+00:00,"If this oil tanker was Chinese, you'd be going crazy. It would be the leading story in all networks.",1,,youtube,"oil tanker chinese, go crazy. would lead story networks.",3
27,"Probably, but I see it even when it isn&#39;t China.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgxVr7amIyw8WCVkd3d4AaABAg.A6LLm_2w0-TA6LXaYuWULn,,"Probably, but I see it even when it isn't China.",0,UgxVr7amIyw8WCVkd3d4AaABAg,youtube,"probably, see even china.",4
28,"Kawa2 nmn ang bansa ntin, binubully pa ng kpitbhy nting bnsa, kaliwat knan nmn ang nature disaster, Kawa2 tlg yong mhirap pa sa npakhrip na stwasyon. 😢",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgziqpN808bF0aIHC_R4AaABAg,2024-07-26 04:04:38+00:00,"Kawa2 nmn ang bansa ntin, binubully pa ng kpitbhy nting bnsa, kaliwat knan nmn ang nature disaster, Kawa2 tlg yong mhirap pa sa npakhrip na stwasyon. 😢",0,,youtube,"kawa2 nmn ang bansa ntin, binubully pa ng kpitbhy nting bnsa, kaliwat knan nmn ang nature disaster, kawa2 tlg yong mhirap pa sa npakhrip na stwasyon. 😢",2
29,Nature finds way to make use of PCG. The PCG fails to protect the west ph sea and i hope this time they will find its use or else they must be abolished.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzHqox1f1yIBqjEchR4AaABAg,2024-07-26 03:48:09+00:00,Nature finds way to make use of PCG. The PCG fails to protect the west ph sea and i hope this time they will find its use or else they must be abolished.,0,,youtube,nature find way make use pcg. pcg fail protect west ph sea hope time find use else must abolished.,2
30,lol filipinos are the most powerful race in the world. hahaha,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzwYoHNAgy1iJ3U12R4AaABAg,2024-07-26 03:34:36+00:00,lol filipinos are the most powerful race in the world. hahaha,1,,youtube,lol filipino powerful race world. hahaha,4
31,It is still intact ....the oil that was seen floating was engine only only...but the container where the oil located was still intact,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwp6aqOfjIeCw29Iwp4AaABAg,2024-07-26 02:56:38+00:00,It is still intact ....the oil that was seen floating was engine only only...but the container where the oil located was still intact,8,,youtube,still intact ....the oil see float engine only...but container oil locate still intact,2
32,The human hair is best for the oil spill clean up.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugyz7ZeFU0FqUPzkRLN4AaABAg,2024-07-26 02:42:32+00:00,The human hair is best for the oil spill clean up.,2,,youtube,human hair best oil spill clean up.,4
33,"Thank you for your sincere concern to my country, Brent ❤",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwZCvRH25LqpUof6X14AaABAg,2024-07-26 02:39:33+00:00,"Thank you for your sincere concern to my country, Brent ❤",0,,youtube,"thank sincere concern country, brent ❤",3
34,"Fortunately, it appears the oil has not leaked yet so the PH authorities may still be able to siphon the oil when the weather gets better. So far, only oil sheens have been observed in the area.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgypsM9pobMTYIrlN0J4AaABAg,2024-07-26 01:58:48+00:00,"Fortunately, it appears the oil has not leaked yet so the PH authorities may still be able to siphon the oil when the weather gets better. So far, only oil sheens have been observed in the area.",26,,youtube,"fortunately, appear oil leak yet ph authority may still able siphon oil weather get better. far, oil sheen observe area.",2
35,"Why do we transport oil over the ocean? Is not the first time this happened? We had 2 nuclear accident in 100 years, and politicians became skeptical and against nuclear energy after the first one, instead of researching ways to prevent it. Meanwhile, we get oil spills in the oceans, thousands of coal mine that are burning and will burn for centuries after accidents, along with all the polution the use of those energy sources create, yet, is treated like another Monday.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwr3IkbYKt1is8KqrR4AaABAg,2024-07-26 01:37:16+00:00,"Why do we transport oil over the ocean? Is not the first time this happened? We had 2 nuclear accident in 100 years, and politicians became skeptical and against nuclear energy after the first one, instead of researching ways to prevent it. Meanwhile, we get oil spills in the oceans, thousands of coal mine that are burning and will burn for centuries after accidents, along with all the polution the use of those energy sources create, yet, is treated like another Monday.",4,,youtube,"transport oil ocean? first time happened? 2 nuclear accident 100 years, politician become skeptical nuclear energy first one, instead research way prevent it. meanwhile, get oil spill oceans, thousand coal mine burn burn century accidents, along polution use energy source create, yet, treat like another monday.",3
36,Yeah less Nuke equals less accidents. Plenty of oil equals more chance of accident. Ain&#39;t it Obvious?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwr3IkbYKt1is8KqrR4AaABAg.A6L21MFDne2A6LJI62FykC,,Yeah less Nuke equals less accidents. Plenty of oil equals more chance of accident. Ain't it Obvious?,0,Ugwr3IkbYKt1is8KqrR4AaABAg,youtube,yeah less nuke equal less accidents. plenty oil equal chance accident. ain't obvious?,2
37,Nuclear power is garbage,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwr3IkbYKt1is8KqrR4AaABAg.A6L21MFDne2A6MBDQLqcBO,,Nuclear power is garbage,0,Ugwr3IkbYKt1is8KqrR4AaABAg,youtube,nuclear power garbage,2
38,​@@macenz0 China has around 50 nuclear reactors. The reason Samsung and many other mega IT companies skip Philippines and go straight to Vietnam is because our power grid is a POS. Vietnam is investing in more than 3 nuclear reactors while the best the Philippines have is still a coal power plant. Country is backwards,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwr3IkbYKt1is8KqrR4AaABAg.A6L21MFDne2A6P4Au4YKeb,,​@@macenz0 China has around 50 nuclear reactors. The reason Samsung and many other mega IT companies skip Philippines and go straight to Vietnam is because our power grid is a POS. Vietnam is investing in more than 3 nuclear reactors while the best the Philippines have is still a coal power plant. Country is backwards,0,Ugwr3IkbYKt1is8KqrR4AaABAg,youtube,​@@macenz0 china around 50 nuclear reactors. reason samsung many mega company skip philippine go straight vietnam power grid pos. vietnam invest 3 nuclear reactor best philippine still coal power plant. country backwards,3
39,"@@macenz0 That is not a good equivalence. There are 440 nuclear reactors in the world, and more than half have been running every day for +50 years. This is a matter of timeline, not the number of plants. There are 7500 oil tankers in the world. Between 2010-2020, there where around 6000 oil spills only in US, which means an average of 2 spills a day. The damage done by oil and coal over the past century is in a different league from anything nuclear.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwr3IkbYKt1is8KqrR4AaABAg.A6L21MFDne2A6TFstKk8ls,,"@@macenz0 That is not a good equivalence. There are 440 nuclear reactors in the world, and more than half have been running every day for +50 years. This is a matter of timeline, not the number of plants. There are 7500 oil tankers in the world. Between 2010-2020, there where around 6000 oil spills only in US, which means an average of 2 spills a day. The damage done by oil and coal over the past century is in a different league from anything nuclear.",0,Ugwr3IkbYKt1is8KqrR4AaABAg,youtube,"@@macenz0 good equivalence. 440 nuclear reactor world, half run every day +50 years. matter timeline, number plants. 7500 oil tanker world. 2010-2020, around 6000 oil spill us, mean average 2 spill day. damage do oil coal past century different league anything nuclear.",3
40,"I feel sorry for the people who are going to be severely impacted by, there locally.<br><br>Wonder how this compares to Exxon Valdez, which is something that meaning you youngsters may not know about.  it was piloted by an inexperienced subordinate.<br><br>There were many corporate procedures, not enforced or not in place all of which would’ve prevented that disaster.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwfN5wfo3BeV4I_9o14AaABAg,2024-07-26 01:27:21+00:00,"I feel sorry for the people who are going to be severely impacted by, there locally.

Wonder how this compares to Exxon Valdez, which is something that meaning you youngsters may not know about.  it was piloted by an inexperienced subordinate.

There were many corporate procedures, not enforced or not in place all of which would’ve prevented that disaster.",0,,youtube,"feel sorry people go severely impact by, locally. wonder compare exxon valdez, something mean youngster may know about. pilot inexperienced subordinate. many corporate procedures, enforce place would’ve prevent disaster.",0
41,"I love the white jacket, but I couldn’t imagine it be being easy to clean.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwial4BilB4rQ5-Zox4AaABAg,2024-07-26 01:22:43+00:00,"I love the white jacket, but I couldn’t imagine it be being easy to clean.",0,,youtube,"love white jacket, couldn’t imagine easy clean.",4
42,bUt ThE wInD tUrBiNeS aRe BaD!11!!!,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg,2024-07-26 01:12:39+00:00,bUt ThE wInD tUrBiNeS aRe BaD!11!!!,0,,youtube,wind turbine bad!11!!!,2
43,No why?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6MB5XT9k6l,,No why?,0,Ugw_M41LN559MndSA2x4AaABAg,youtube,why?,0
44,Wind turbines in Illocos can at best power a single town. Get outta here,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6P4MGxGDNk,,Wind turbines in Illocos can at best power a single town. Get outta here,0,Ugw_M41LN559MndSA2x4AaABAg,youtube,wind turbine illocos best power single town. get outta,2
45,@@JABelms it&#39;s a good thing I guess,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6PJ7jhFooh,,@@JABelms it's a good thing I guess,0,Ugw_M41LN559MndSA2x4AaABAg,youtube,@@jabelms good thing guess,2
46,"@@imtheeastgermanguy5431 No, they take up too much land and give pathetic amounts of energy",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6QJkFQWxjC,,"@@imtheeastgermanguy5431 No, they take up too much land and give pathetic amounts of energy",0,Ugw_M41LN559MndSA2x4AaABAg,youtube,"@@imtheeastgermanguy5431 no, take much land give pathetic amount energy",2
47,@@JABelms not true,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6R70J9-Rwv,,@@JABelms not true,0,Ugw_M41LN559MndSA2x4AaABAg,youtube,@@jabelms true,2
48,"@@imtheeastgermanguy5431 All 20 of them produce 33 Megawatts. The smallest nuclear reactor produces 10 times that. The smallest diesel combustor in the Philippines produces just the same. The biggest coal powerplant in the Philippines produces 10,000MW. What more do you want?",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6T50-NH_YP,,"@@imtheeastgermanguy5431 All 20 of them produce 33 Megawatts. The smallest nuclear reactor produces 10 times that. The smallest diesel combustor in the Philippines produces just the same. The biggest coal powerplant in the Philippines produces 10,000MW. What more do you want?",0,Ugw_M41LN559MndSA2x4AaABAg,youtube,"@@imtheeastgermanguy5431 20 produce 33 megawatts. small nuclear reactor produce 10 time that. small diesel combustor philippine produce same. big coal powerplant philippine produce 10,000mw. want?",1
49,"@@JABelms fossil fuel is expensive and emits co2 and other gases. Nuclear power is garbage, dangerous and expensive",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugw_M41LN559MndSA2x4AaABAg.A6L-D42Dk6UA6TiCXn2Wj9,,"@@JABelms fossil fuel is expensive and emits co2 and other gases. Nuclear power is garbage, dangerous and expensive",0,Ugw_M41LN559MndSA2x4AaABAg,youtube,"@@jabelms fossil fuel expensive emit co2 gases. nuclear power garbage, dangerous expensive",2
50,OMG what is going on to my beloved Country oil Spill 😢please Help Us 🙏🏻❤️,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgwdNXPRQTByjgE1YL14AaABAg,2024-07-26 00:56:02+00:00,OMG what is going on to my beloved Country oil Spill 😢please Help Us 🙏🏻❤️,1,,youtube,omg go beloved country oil spill 😢please help u 🙏🏻❤️,3
51,Oyster mushrooms eat oil.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzDXvxxBnhRy7Qw8-F4AaABAg,2024-07-26 00:55:05+00:00,Oyster mushrooms eat oil.,0,,youtube,oyster mushroom eat oil.,1
52,"В начале был кит, который атаковал лодку. Потом тайфун, который атаковал лодочную пристань.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugx7zvpqYlRdw8iQ2zp4AaABAg,2024-07-26 00:51:15+00:00,"В начале был кит, который атаковал лодку. Потом тайфун, который атаковал лодочную пристань.",0,,youtube,"в начале был кит, который атаковал лодку. потом тайфун, который атаковал лодочную пристань.",0
53,<b>Oil should be criminalized!  ENOUGH OF THIS NONSENSE!  STOP OIL</b>,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzERlbCES-PA4Tkj0Z4AaABAg,2024-07-26 00:47:41+00:00,*Oil should be criminalized!  ENOUGH OF THIS NONSENSE!  STOP OIL*,1,,youtube,*oil criminalized! enough nonsense! stop oil*,3
54,I hope you do drive a full EV car.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzERlbCES-PA4Tkj0Z4AaABAg.A6KxMI6E-m-A6L4GNKTrso,,I hope you do drive a full EV car.,0,UgzERlbCES-PA4Tkj0Z4AaABAg,youtube,hope drive full ev car.,1
55,If you don&#39;t want an active economy go move somewhere without oil.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzERlbCES-PA4Tkj0Z4AaABAg.A6KxMI6E-m-A6LHq1LvIFh,,If you don't want an active economy go move somewhere without oil.,0,UgzERlbCES-PA4Tkj0Z4AaABAg,youtube,want active economy go move somewhere without oil.,0
56,Oil helps keep the price of goods that are being transported low... Is there any Electric Trucks or Electric Ships that can transfer large amounts of goods?,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzERlbCES-PA4Tkj0Z4AaABAg.A6KxMI6E-m-A6LIyJoXV7u,,Oil helps keep the price of goods that are being transported low... Is there any Electric Trucks or Electric Ships that can transfer large amounts of goods?,1,UgzERlbCES-PA4Tkj0Z4AaABAg,youtube,oil help keep price good transport low... electric truck electric ship transfer large amount goods?,1
57,Manufacturing requires cheap energy AND manufacturing is an economic multiplier for any domestic economy.,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=UgzERlbCES-PA4Tkj0Z4AaABAg.A6KxMI6E-m-A6LKSeHWkmV,,Manufacturing requires cheap energy AND manufacturing is an economic multiplier for any domestic economy.,0,UgzERlbCES-PA4Tkj0Z4AaABAg,youtube,manufacture require cheap energy manufacture economic multiplier domestic economy.,2
58,"Another dumb interview by DW&#39;s dumbest news anchor. The oil company should foot the bill. Really? Not that I love oil companies but how is it their fault? Do they own the tanker that capsized? Unless they owned and operated the sunken tanker, it would be the shipping company&#39;s fault. Like I said, another dumb interview.",https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwx6ybpJQWLuaMPH4Z4AaABAg,2024-07-26 00:45:02+00:00,"Another dumb interview by DW's dumbest news anchor. The oil company should foot the bill. Really? Not that I love oil companies but how is it their fault? Do they own the tanker that capsized? Unless they owned and operated the sunken tanker, it would be the shipping company's fault. Like I said, another dumb interview.",6,,youtube,"another dumb interview dw's dumb news anchor. oil company foot bill. really? love oil company fault? tanker capsized? unless own operate sink tanker, would ship company's fault. like said, another dumb interview.",4
59,You have no right to insult the news anchor that I admire the most! You have no idea what kind of person is he as I appreciated his sincere kindness,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwx6ybpJQWLuaMPH4Z4AaABAg.A6Kx2s_OKMpA6L9111yQZ2,,You have no right to insult the news anchor that I admire the most! You have no idea what kind of person is he as I appreciated his sincere kindness,2,Ugwx6ybpJQWLuaMPH4Z4AaABAg,youtube,right insult news anchor admire most! idea kind person appreciate sincere kindness,1
60,😂,https://www.youtube.com/watch?v=ZKV6Fpt3Mdg&lc=Ugwx6ybpJQWLuaMPH4Z4AaABAg.A6Kx2s_OKMpA6PwTeWGmXp,,😂,0,Ugwx6ybpJQWLuaMPH4Z4AaABAg,youtube,😂,0
